@RELATION ecg
@ATTRIBUTE timestamp DATE "yyyy-MM-dd'T'HH:mm:ss.SSS"
@ATTRIBUTE value1 REAL
@ATTRIBUTE value2 REAL

@DATA
2010-01-01T10:02:00.352+01:00,-4.415,-5.64
2010-01-01T10:02:00.356+01:00,-4.155,-5.625
2010-01-01T10:02:00.360+01:00,-4.045,-5.565
2010-01-01T10:02:00.364+01:00,-4.035,-5.48
2010-01-01T10:02:00.368+01:00,-4.17,-5.37
2010-01-01T10:02:00.372+01:00,-4.44,-5.3
2010-01-01T10:02:00.376+01:00,-4.845,-5.31
2010-01-01T10:02:00.380+01:00,-5.305,-5.39
2010-01-01T10:02:00.384+01:00,-5.76,-5.49
2010-01-01T10:02:00.388+01:00,-6.11,-5.55
2010-01-01T10:02:00.392+01:00,-6.26,-5.66
2010-01-01T10:02:00.396+01:00,-6.265,-5.8
2010-01-01T10:02:00.400+01:00,-6.265,-5.93
2010-01-01T10:02:00.404+01:00,-6.26,-6.015
2010-01-01T10:02:00.408+01:00,-6.255,-6.055
2010-01-01T10:02:00.412+01:00,-6.22,-6.055
2010-01-01T10:02:00.416+01:00,-6.175,-6.04
2010-01-01T10:02:00.420+01:00,-6.125,-6.03
2010-01-01T10:02:00.424+01:00,-6.095,-5.99
2010-01-01T10:02:00.428+01:00,-6.09,-5.935
2010-01-01T10:02:00.432+01:00,-6.08,-5.88
2010-01-01T10:02:00.436+01:00,-6.075,-5.835
2010-01-01T10:02:00.440+01:00,-6.06,-5.825
2010-01-01T10:02:00.444+01:00,-6.055,-5.81
2010-01-01T10:02:00.448+01:00,-6.05,-5.8
2010-01-01T10:02:00.452+01:00,-6.04,-5.795
2010-01-01T10:02:00.456+01:00,-6.04,-5.79
2010-01-01T10:02:00.460+01:00,-6.05,-5.795
2010-01-01T10:02:00.464+01:00,-6.045,-5.795
2010-01-01T10:02:00.468+01:00,-6.04,-5.79
2010-01-01T10:02:00.472+01:00,-6.04,-5.795
2010-01-01T10:02:00.476+01:00,-6.04,-5.795
2010-01-01T10:02:00.480+01:00,-6.025,-5.795
2010-01-01T10:02:00.484+01:00,-6.015,-5.795
2010-01-01T10:02:00.488+01:00,-6.005,-5.795
2010-01-01T10:02:00.492+01:00,-5.99,-5.8
2010-01-01T10:02:00.496+01:00,-5.975,-5.805
2010-01-01T10:02:00.500+01:00,-5.965,-5.805
2010-01-01T10:02:00.504+01:00,-5.95,-5.81
2010-01-01T10:02:00.508+01:00,-5.92,-5.805
2010-01-01T10:02:00.512+01:00,-5.89,-5.805
2010-01-01T10:02:00.516+01:00,-5.86,-5.8
2010-01-01T10:02:00.520+01:00,-5.825,-5.8
2010-01-01T10:02:00.524+01:00,-5.79,-5.795
2010-01-01T10:02:00.528+01:00,-5.755,-5.79
2010-01-01T10:02:00.532+01:00,-5.71,-5.785
2010-01-01T10:02:00.536+01:00,-5.68,-5.785
2010-01-01T10:02:00.540+01:00,-5.645,-5.775
2010-01-01T10:02:00.544+01:00,-5.62,-5.77
2010-01-01T10:02:00.548+01:00,-5.595,-5.755
2010-01-01T10:02:00.552+01:00,-5.575,-5.75
2010-01-01T10:02:00.556+01:00,-5.56,-5.74
2010-01-01T10:02:00.560+01:00,-5.545,-5.73
2010-01-01T10:02:00.564+01:00,-5.535,-5.715
2010-01-01T10:02:00.568+01:00,-5.525,-5.705
2010-01-01T10:02:00.572+01:00,-5.52,-5.695
2010-01-01T10:02:00.576+01:00,-5.525,-5.685
2010-01-01T10:02:00.580+01:00,-5.525,-5.68
2010-01-01T10:02:00.584+01:00,-5.535,-5.665
2010-01-01T10:02:00.588+01:00,-5.545,-5.66
2010-01-01T10:02:00.592+01:00,-5.56,-5.645
2010-01-01T10:02:00.596+01:00,-5.58,-5.635
2010-01-01T10:02:00.600+01:00,-5.59,-5.63
2010-01-01T10:02:00.604+01:00,-5.61,-5.62
2010-01-01T10:02:00.608+01:00,-5.62,-5.615
2010-01-01T10:02:00.612+01:00,-5.64,-5.605
2010-01-01T10:02:00.616+01:00,-5.655,-5.61
2010-01-01T10:02:00.620+01:00,-5.675,-5.605
2010-01-01T10:02:00.624+01:00,-5.7,-5.605
2010-01-01T10:02:00.628+01:00,-5.725,-5.605
2010-01-01T10:02:00.632+01:00,-5.745,-5.61
2010-01-01T10:02:00.636+01:00,-5.76,-5.61
2010-01-01T10:02:00.640+01:00,-5.78,-5.61
2010-01-01T10:02:00.644+01:00,-5.8,-5.615
2010-01-01T10:02:00.648+01:00,-5.81,-5.625
2010-01-01T10:02:00.652+01:00,-5.82,-5.63
2010-01-01T10:02:00.656+01:00,-5.825,-5.63
2010-01-01T10:02:00.660+01:00,-5.84,-5.64
2010-01-01T10:02:00.664+01:00,-5.85,-5.645
2010-01-01T10:02:00.668+01:00,-5.855,-5.645
2010-01-01T10:02:00.672+01:00,-5.865,-5.65
2010-01-01T10:02:00.676+01:00,-5.87,-5.65
2010-01-01T10:02:00.680+01:00,-5.875,-5.65
2010-01-01T10:02:00.684+01:00,-5.875,-5.655
2010-01-01T10:02:00.688+01:00,-5.875,-5.655
2010-01-01T10:02:00.692+01:00,-5.875,-5.645
2010-01-01T10:02:00.696+01:00,-5.865,-5.65
2010-01-01T10:02:00.700+01:00,-5.86,-5.645
2010-01-01T10:02:00.704+01:00,-5.87,-5.63
2010-01-01T10:02:00.708+01:00,-5.865,-5.63
2010-01-01T10:02:00.712+01:00,-5.86,-5.625
2010-01-01T10:02:00.716+01:00,-5.855,-5.62
2010-01-01T10:02:00.720+01:00,-5.85,-5.62
2010-01-01T10:02:00.724+01:00,-5.85,-5.61
2010-01-01T10:02:00.728+01:00,-5.845,-5.605
2010-01-01T10:02:00.732+01:00,-5.845,-5.6
2010-01-01T10:02:00.736+01:00,-5.84,-5.595
2010-01-01T10:02:00.740+01:00,-5.835,-5.595
2010-01-01T10:02:00.744+01:00,-5.825,-5.595
2010-01-01T10:02:00.748+01:00,-5.81,-5.585
2010-01-01T10:02:00.752+01:00,-5.795,-5.585
2010-01-01T10:02:00.756+01:00,-5.77,-5.585
2010-01-01T10:02:00.760+01:00,-5.745,-5.585
2010-01-01T10:02:00.764+01:00,-5.73,-5.58
2010-01-01T10:02:00.768+01:00,-5.725,-5.565
2010-01-01T10:02:00.772+01:00,-5.73,-5.555
2010-01-01T10:02:00.776+01:00,-5.735,-5.545
2010-01-01T10:02:00.780+01:00,-5.74,-5.54
2010-01-01T10:02:00.784+01:00,-5.735,-5.545
2010-01-01T10:02:00.788+01:00,-5.715,-5.54
2010-01-01T10:02:00.792+01:00,-5.69,-5.54
2010-01-01T10:02:00.796+01:00,-5.68,-5.54
2010-01-01T10:02:00.800+01:00,-5.685,-5.525
2010-01-01T10:02:00.804+01:00,-5.695,-5.505
2010-01-01T10:02:00.808+01:00,-5.69,-5.495
2010-01-01T10:02:00.812+01:00,-5.69,-5.49
2010-01-01T10:02:00.816+01:00,-5.695,-5.495
2010-01-01T10:02:00.820+01:00,-5.7,-5.505
2010-01-01T10:02:00.824+01:00,-5.71,-5.505
2010-01-01T10:02:00.828+01:00,-5.73,-5.51
2010-01-01T10:02:00.832+01:00,-5.75,-5.52
2010-01-01T10:02:00.836+01:00,-5.76,-5.535
2010-01-01T10:02:00.840+01:00,-5.785,-5.55
2010-01-01T10:02:00.844+01:00,-5.805,-5.56
2010-01-01T10:02:00.848+01:00,-5.83,-5.575
2010-01-01T10:02:00.852+01:00,-5.85,-5.59
2010-01-01T10:02:00.856+01:00,-5.86,-5.61
2010-01-01T10:02:00.860+01:00,-5.865,-5.615
2010-01-01T10:02:00.864+01:00,-5.865,-5.63
2010-01-01T10:02:00.868+01:00,-5.87,-5.64
2010-01-01T10:02:00.872+01:00,-5.875,-5.65
2010-01-01T10:02:00.876+01:00,-5.885,-5.66
2010-01-01T10:02:00.880+01:00,-5.885,-5.67
2010-01-01T10:02:00.884+01:00,-5.89,-5.66
2010-01-01T10:02:00.888+01:00,-5.88,-5.665
2010-01-01T10:02:00.892+01:00,-5.88,-5.665
2010-01-01T10:02:00.896+01:00,-5.88,-5.68
2010-01-01T10:02:00.900+01:00,-5.88,-5.685
2010-01-01T10:02:00.904+01:00,-5.89,-5.685
2010-01-01T10:02:00.908+01:00,-5.915,-5.685
2010-01-01T10:02:00.912+01:00,-5.9,-5.685
2010-01-01T10:02:00.916+01:00,-5.82,-5.695
2010-01-01T10:02:00.920+01:00,-5.685,-5.705
2010-01-01T10:02:00.924+01:00,-5.54,-5.715
2010-01-01T10:02:00.928+01:00,-5.32,-5.665
2010-01-01T10:02:00.932+01:00,-4.97,-5.63
2010-01-01T10:02:00.936+01:00,-4.57,-5.615
2010-01-01T10:02:00.940+01:00,-4.24,-5.605
2010-01-01T10:02:00.944+01:00,-4.06,-5.57
2010-01-01T10:02:00.948+01:00,-4.0,-5.49
2010-01-01T10:02:00.952+01:00,-4.05,-5.39
2010-01-01T10:02:00.956+01:00,-4.26,-5.29
2010-01-01T10:02:00.960+01:00,-4.59,-5.285
2010-01-01T10:02:00.964+01:00,-5.02,-5.34
2010-01-01T10:02:00.968+01:00,-5.48,-5.445
2010-01-01T10:02:00.972+01:00,-5.9,-5.53
2010-01-01T10:02:00.976+01:00,-6.18,-5.605
2010-01-01T10:02:00.980+01:00,-6.265,-5.735
2010-01-01T10:02:00.984+01:00,-6.25,-5.875
2010-01-01T10:02:00.988+01:00,-6.24,-5.98
2010-01-01T10:02:00.992+01:00,-6.24,-6.035
2010-01-01T10:02:00.996+01:00,-6.215,-6.05
2010-01-01T10:02:01.000+01:00,-6.16,-6.045
2010-01-01T10:02:01.004+01:00,-6.105,-6.025
2010-01-01T10:02:01.008+01:00,-6.065,-6.005
2010-01-01T10:02:01.012+01:00,-6.055,-5.945
2010-01-01T10:02:01.016+01:00,-6.05,-5.88
2010-01-01T10:02:01.020+01:00,-6.045,-5.84
2010-01-01T10:02:01.024+01:00,-6.04,-5.81
2010-01-01T10:02:01.028+01:00,-6.04,-5.8
2010-01-01T10:02:01.032+01:00,-6.03,-5.795
2010-01-01T10:02:01.036+01:00,-6.035,-5.79
2010-01-01T10:02:01.040+01:00,-6.03,-5.785
2010-01-01T10:02:01.044+01:00,-6.03,-5.785
2010-01-01T10:02:01.048+01:00,-6.03,-5.775
2010-01-01T10:02:01.052+01:00,-6.025,-5.775
2010-01-01T10:02:01.056+01:00,-6.025,-5.775
2010-01-01T10:02:01.060+01:00,-6.025,-5.78
2010-01-01T10:02:01.064+01:00,-6.015,-5.78
2010-01-01T10:02:01.068+01:00,-6.01,-5.775
2010-01-01T10:02:01.072+01:00,-6.0,-5.775
2010-01-01T10:02:01.076+01:00,-5.99,-5.775
2010-01-01T10:02:01.080+01:00,-5.975,-5.78
2010-01-01T10:02:01.084+01:00,-5.955,-5.78
2010-01-01T10:02:01.088+01:00,-5.935,-5.785
2010-01-01T10:02:01.092+01:00,-5.915,-5.79
2010-01-01T10:02:01.096+01:00,-5.89,-5.785
2010-01-01T10:02:01.100+01:00,-5.865,-5.785
2010-01-01T10:02:01.104+01:00,-5.84,-5.785
2010-01-01T10:02:01.108+01:00,-5.81,-5.785
2010-01-01T10:02:01.112+01:00,-5.775,-5.785
2010-01-01T10:02:01.116+01:00,-5.74,-5.775
2010-01-01T10:02:01.120+01:00,-5.705,-5.775
2010-01-01T10:02:01.124+01:00,-5.67,-5.77
2010-01-01T10:02:01.128+01:00,-5.64,-5.755
2010-01-01T10:02:01.132+01:00,-5.615,-5.74
2010-01-01T10:02:01.136+01:00,-5.595,-5.73
2010-01-01T10:02:01.140+01:00,-5.58,-5.72
2010-01-01T10:02:01.144+01:00,-5.56,-5.715
2010-01-01T10:02:01.148+01:00,-5.54,-5.705
2010-01-01T10:02:01.152+01:00,-5.525,-5.69
2010-01-01T10:02:01.156+01:00,-5.515,-5.685
2010-01-01T10:02:01.160+01:00,-5.505,-5.675
2010-01-01T10:02:01.164+01:00,-5.51,-5.665
2010-01-01T10:02:01.168+01:00,-5.515,-5.66
2010-01-01T10:02:01.172+01:00,-5.525,-5.645
2010-01-01T10:02:01.176+01:00,-5.53,-5.64
2010-01-01T10:02:01.180+01:00,-5.545,-5.63
2010-01-01T10:02:01.184+01:00,-5.565,-5.62
2010-01-01T10:02:01.188+01:00,-5.585,-5.615
2010-01-01T10:02:01.192+01:00,-5.605,-5.6
2010-01-01T10:02:01.196+01:00,-5.62,-5.6
2010-01-01T10:02:01.200+01:00,-5.64,-5.6
2010-01-01T10:02:01.204+01:00,-5.655,-5.595
2010-01-01T10:02:01.208+01:00,-5.68,-5.6
2010-01-01T10:02:01.212+01:00,-5.695,-5.595
2010-01-01T10:02:01.216+01:00,-5.715,-5.6
2010-01-01T10:02:01.220+01:00,-5.73,-5.605
2010-01-01T10:02:01.224+01:00,-5.745,-5.61
2010-01-01T10:02:01.228+01:00,-5.76,-5.615
2010-01-01T10:02:01.232+01:00,-5.77,-5.62
2010-01-01T10:02:01.236+01:00,-5.785,-5.625
2010-01-01T10:02:01.240+01:00,-5.8,-5.63
2010-01-01T10:02:01.244+01:00,-5.82,-5.645
2010-01-01T10:02:01.248+01:00,-5.825,-5.645
2010-01-01T10:02:01.252+01:00,-5.84,-5.645
2010-01-01T10:02:01.256+01:00,-5.845,-5.645
2010-01-01T10:02:01.260+01:00,-5.85,-5.65
2010-01-01T10:02:01.264+01:00,-5.855,-5.66
2010-01-01T10:02:01.268+01:00,-5.865,-5.66
2010-01-01T10:02:01.272+01:00,-5.86,-5.66
2010-01-01T10:02:01.276+01:00,-5.865,-5.655
2010-01-01T10:02:01.280+01:00,-5.865,-5.655
2010-01-01T10:02:01.284+01:00,-5.865,-5.655
2010-01-01T10:02:01.288+01:00,-5.86,-5.65
2010-01-01T10:02:01.292+01:00,-5.86,-5.645
2010-01-01T10:02:01.296+01:00,-5.855,-5.645
2010-01-01T10:02:01.300+01:00,-5.85,-5.64
2010-01-01T10:02:01.304+01:00,-5.84,-5.63
2010-01-01T10:02:01.308+01:00,-5.84,-5.625
2010-01-01T10:02:01.312+01:00,-5.835,-5.62
2010-01-01T10:02:01.316+01:00,-5.835,-5.615
2010-01-01T10:02:01.320+01:00,-5.83,-5.61
2010-01-01T10:02:01.324+01:00,-5.83,-5.6
2010-01-01T10:02:01.328+01:00,-5.825,-5.595
2010-01-01T10:02:01.332+01:00,-5.825,-5.59
2010-01-01T10:02:01.336+01:00,-5.82,-5.59
2010-01-01T10:02:01.340+01:00,-5.815,-5.585
2010-01-01T10:02:01.344+01:00,-5.8,-5.585
2010-01-01T10:02:01.348+01:00,-5.785,-5.58
2010-01-01T10:02:01.352+01:00,-5.77,-5.58
2010-01-01T10:02:01.356+01:00,-5.75,-5.575
2010-01-01T10:02:01.360+01:00,-5.735,-5.57
2010-01-01T10:02:01.364+01:00,-5.725,-5.56
2010-01-01T10:02:01.368+01:00,-5.73,-5.555
2010-01-01T10:02:01.372+01:00,-5.73,-5.555
2010-01-01T10:02:01.376+01:00,-5.72,-5.56
2010-01-01T10:02:01.380+01:00,-5.705,-5.56
2010-01-01T10:02:01.384+01:00,-5.685,-5.56
2010-01-01T10:02:01.388+01:00,-5.66,-5.56
2010-01-01T10:02:01.392+01:00,-5.66,-5.55
2010-01-01T10:02:01.396+01:00,-5.67,-5.535
2010-01-01T10:02:01.400+01:00,-5.665,-5.52
2010-01-01T10:02:01.404+01:00,-5.675,-5.515
2010-01-01T10:02:01.408+01:00,-5.675,-5.52
2010-01-01T10:02:01.412+01:00,-5.685,-5.525
2010-01-01T10:02:01.416+01:00,-5.7,-5.535
2010-01-01T10:02:01.420+01:00,-5.72,-5.54
2010-01-01T10:02:01.424+01:00,-5.735,-5.555
2010-01-01T10:02:01.428+01:00,-5.75,-5.56
2010-01-01T10:02:01.432+01:00,-5.775,-5.58
2010-01-01T10:02:01.436+01:00,-5.79,-5.595
2010-01-01T10:02:01.440+01:00,-5.81,-5.605
2010-01-01T10:02:01.444+01:00,-5.835,-5.615
2010-01-01T10:02:01.448+01:00,-5.85,-5.625
2010-01-01T10:02:01.452+01:00,-5.86,-5.63
2010-01-01T10:02:01.456+01:00,-5.86,-5.645
2010-01-01T10:02:01.460+01:00,-5.86,-5.66
2010-01-01T10:02:01.464+01:00,-5.86,-5.675
2010-01-01T10:02:01.468+01:00,-5.865,-5.685
2010-01-01T10:02:01.472+01:00,-5.865,-5.69
2010-01-01T10:02:01.476+01:00,-5.86,-5.695
2010-01-01T10:02:01.480+01:00,-5.86,-5.7
2010-01-01T10:02:01.484+01:00,-5.86,-5.705
2010-01-01T10:02:01.488+01:00,-5.855,-5.705
2010-01-01T10:02:01.492+01:00,-5.855,-5.7
2010-01-01T10:02:01.496+01:00,-5.87,-5.705
2010-01-01T10:02:01.500+01:00,-5.895,-5.71
2010-01-01T10:02:01.504+01:00,-5.875,-5.715
2010-01-01T10:02:01.508+01:00,-5.785,-5.72
2010-01-01T10:02:01.512+01:00,-5.655,-5.73
2010-01-01T10:02:01.516+01:00,-5.505,-5.735
2010-01-01T10:02:01.520+01:00,-5.275,-5.69
2010-01-01T10:02:01.524+01:00,-4.92,-5.645
2010-01-01T10:02:01.528+01:00,-4.52,-5.63
2010-01-01T10:02:01.532+01:00,-4.22,-5.62
2010-01-01T10:02:01.536+01:00,-4.075,-5.565
2010-01-01T10:02:01.540+01:00,-4.045,-5.485
2010-01-01T10:02:01.544+01:00,-4.155,-5.375
2010-01-01T10:02:01.548+01:00,-4.395,-5.29
2010-01-01T10:02:01.552+01:00,-4.755,-5.315
2010-01-01T10:02:01.556+01:00,-5.2,-5.405
2010-01-01T10:02:01.560+01:00,-5.655,-5.515
2010-01-01T10:02:01.564+01:00,-6.025,-5.585
2010-01-01T10:02:01.568+01:00,-6.225,-5.685
2010-01-01T10:02:01.572+01:00,-6.25,-5.835
2010-01-01T10:02:01.576+01:00,-6.24,-5.985
2010-01-01T10:02:01.580+01:00,-6.235,-6.07
2010-01-01T10:02:01.584+01:00,-6.22,-6.11
2010-01-01T10:02:01.588+01:00,-6.175,-6.11
2010-01-01T10:02:01.592+01:00,-6.115,-6.09
2010-01-01T10:02:01.596+01:00,-6.055,-6.07
2010-01-01T10:02:01.600+01:00,-6.025,-6.025
2010-01-01T10:02:01.604+01:00,-6.02,-5.95
2010-01-01T10:02:01.608+01:00,-6.015,-5.885
2010-01-01T10:02:01.612+01:00,-6.0,-5.85
2010-01-01T10:02:01.616+01:00,-6.0,-5.835
2010-01-01T10:02:01.620+01:00,-5.995,-5.825
2010-01-01T10:02:01.624+01:00,-5.99,-5.825
2010-01-01T10:02:01.628+01:00,-5.99,-5.815
2010-01-01T10:02:01.632+01:00,-5.98,-5.805
2010-01-01T10:02:01.636+01:00,-5.98,-5.805
2010-01-01T10:02:01.640+01:00,-5.98,-5.8
2010-01-01T10:02:01.644+01:00,-5.97,-5.8
2010-01-01T10:02:01.648+01:00,-5.965,-5.795
2010-01-01T10:02:01.652+01:00,-5.96,-5.795
2010-01-01T10:02:01.656+01:00,-5.96,-5.795
2010-01-01T10:02:01.660+01:00,-5.96,-5.8
2010-01-01T10:02:01.664+01:00,-5.955,-5.805
2010-01-01T10:02:01.668+01:00,-5.95,-5.8
2010-01-01T10:02:01.672+01:00,-5.935,-5.805
2010-01-01T10:02:01.676+01:00,-5.91,-5.805
2010-01-01T10:02:01.680+01:00,-5.89,-5.81
2010-01-01T10:02:01.684+01:00,-5.87,-5.81
2010-01-01T10:02:01.688+01:00,-5.84,-5.81
2010-01-01T10:02:01.692+01:00,-5.81,-5.805
2010-01-01T10:02:01.696+01:00,-5.775,-5.805
2010-01-01T10:02:01.700+01:00,-5.74,-5.81
2010-01-01T10:02:01.704+01:00,-5.71,-5.8
2010-01-01T10:02:01.708+01:00,-5.67,-5.795
2010-01-01T10:02:01.712+01:00,-5.635,-5.78
2010-01-01T10:02:01.716+01:00,-5.61,-5.775
2010-01-01T10:02:01.720+01:00,-5.575,-5.77
2010-01-01T10:02:01.724+01:00,-5.55,-5.76
2010-01-01T10:02:01.728+01:00,-5.525,-5.745
2010-01-01T10:02:01.732+01:00,-5.505,-5.735
2010-01-01T10:02:01.736+01:00,-5.485,-5.72
2010-01-01T10:02:01.740+01:00,-5.475,-5.71
2010-01-01T10:02:01.744+01:00,-5.465,-5.7
2010-01-01T10:02:01.748+01:00,-5.46,-5.685
2010-01-01T10:02:01.752+01:00,-5.465,-5.675
2010-01-01T10:02:01.756+01:00,-5.46,-5.665
2010-01-01T10:02:01.760+01:00,-5.47,-5.655
2010-01-01T10:02:01.764+01:00,-5.48,-5.645
2010-01-01T10:02:01.768+01:00,-5.49,-5.635
2010-01-01T10:02:01.772+01:00,-5.5,-5.625
2010-01-01T10:02:01.776+01:00,-5.515,-5.62
2010-01-01T10:02:01.780+01:00,-5.535,-5.615
2010-01-01T10:02:01.784+01:00,-5.56,-5.615
2010-01-01T10:02:01.788+01:00,-5.58,-5.61
2010-01-01T10:02:01.792+01:00,-5.6,-5.615
2010-01-01T10:02:01.796+01:00,-5.625,-5.625
2010-01-01T10:02:01.800+01:00,-5.64,-5.63
2010-01-01T10:02:01.804+01:00,-5.665,-5.63
2010-01-01T10:02:01.808+01:00,-5.685,-5.64
2010-01-01T10:02:01.812+01:00,-5.705,-5.64
2010-01-01T10:02:01.816+01:00,-5.72,-5.65
2010-01-01T10:02:01.820+01:00,-5.735,-5.655
2010-01-01T10:02:01.824+01:00,-5.75,-5.66
2010-01-01T10:02:01.828+01:00,-5.76,-5.66
2010-01-01T10:02:01.832+01:00,-5.765,-5.665
2010-01-01T10:02:01.836+01:00,-5.775,-5.68
2010-01-01T10:02:01.840+01:00,-5.78,-5.685
2010-01-01T10:02:01.844+01:00,-5.79,-5.685
2010-01-01T10:02:01.848+01:00,-5.795,-5.685
2010-01-01T10:02:01.852+01:00,-5.8,-5.685
2010-01-01T10:02:01.856+01:00,-5.81,-5.69
2010-01-01T10:02:01.860+01:00,-5.81,-5.695
2010-01-01T10:02:01.864+01:00,-5.815,-5.69
2010-01-01T10:02:01.868+01:00,-5.82,-5.69
2010-01-01T10:02:01.872+01:00,-5.825,-5.695
2010-01-01T10:02:01.876+01:00,-5.83,-5.695
2010-01-01T10:02:01.880+01:00,-5.82,-5.695
2010-01-01T10:02:01.884+01:00,-5.83,-5.685
2010-01-01T10:02:01.888+01:00,-5.825,-5.685
2010-01-01T10:02:01.892+01:00,-5.82,-5.68
2010-01-01T10:02:01.896+01:00,-5.82,-5.675
2010-01-01T10:02:01.900+01:00,-5.815,-5.665
